mutation_id,type,file,line,result,time_ms
1,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,341,SURVIVED,21867
2,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,542,BUILD_FAILURE,4332
3,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,657,BUILD_FAILURE,4477
4,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,843,BUILD_FAILURE,4150
5,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,944,BUILD_FAILURE,4334
6,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,1523,BUILD_FAILURE,4201
7,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,339,SURVIVED,21816
8,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,697,BUILD_FAILURE,4181
9,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,1518,BUILD_FAILURE,901
10,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,1848,BUILD_FAILURE,4066
11,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,1934,BUILD_FAILURE,4389
12,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,578,KILLED,12745
13,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,690,SURVIVED,21710
14,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,1905,KILLED,21725
15,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,909,SURVIVED,23907
16,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,910,SURVIVED,21810
17,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,911,SURVIVED,24527
18,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,962,KILLED,13127
19,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,909,KILLED,24218
20,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,910,KILLED,23173
21,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/1_Parser.fs,911,KILLED,21917
22,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,25,TIMEOUT,138720
23,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,21,TIMEOUT,132656
24,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,398,SURVIVED,22226
25,CMP_LTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,21,SURVIVED,21464
26,CMP_LTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,394,KILLED,23147
27,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,21,TIMEOUT,132521
28,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,335,SURVIVED,21839
29,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,383,SURVIVED,21584
30,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,21,TIMEOUT,132351
31,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,367,SURVIVED,22115
32,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.3_ANF_Optimize.fs,383,SURVIVED,21187
33,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,78,SURVIVED,26431
34,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,136,BUILD_FAILURE,919
35,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,152,BUILD_FAILURE,893
36,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,323,KILLED,19491
37,CMP_LTE,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,320,KILLED,45980
38,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,321,KILLED,17434
39,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,322,TIMEOUT,132183
40,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,323,TIMEOUT,133756
41,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,90,SURVIVED,23945
42,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,93,SURVIVED,21986
43,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,403,SURVIVED,23077
44,LOGIC_OR,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.4_ANF_Inlining.fs,452,SURVIVED,22325
45,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.5_RefCountInsertion.fs,29,BUILD_FAILURE,4484
46,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2.7_TailCallDetection.fs,71,KILLED,13532
47,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,57,BUILD_FAILURE,4527
48,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1241,KILLED,21823
49,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1262,SURVIVED,22333
50,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1340,KILLED,23132
51,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1361,SURVIVED,22847
52,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1393,SURVIVED,22958
53,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1491,SURVIVED,22403
54,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,2063,KILLED,22855
55,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,2068,KILLED,22854
56,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,2112,KILLED,22761
57,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,2116,KILLED,23016
58,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3086,SURVIVED,23221
59,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3429,KILLED,12361
60,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3437,SURVIVED,22633
61,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3495,SURVIVED,23295
62,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3502,SURVIVED,23011
63,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3595,KILLED,23521
64,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3597,KILLED,24254
65,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3610,SURVIVED,23205
66,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3612,SURVIVED,24201
67,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3660,SURVIVED,22892
68,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3662,SURVIVED,22971
69,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3730,SURVIVED,23638
70,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3747,SURVIVED,22658
71,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3749,SURVIVED,23409
72,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3754,SURVIVED,23135
73,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3823,SURVIVED,23524
74,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3825,SURVIVED,25008
75,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3891,KILLED,23278
76,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3896,SURVIVED,23516
77,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3920,SURVIVED,23554
78,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3925,SURVIVED,22832
79,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4086,KILLED,23479
80,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4089,KILLED,23594
81,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4227,KILLED,23698
82,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4229,SURVIVED,23756
83,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4348,KILLED,23524
84,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4350,KILLED,23389
85,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4354,SURVIVED,22902
86,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4357,KILLED,23380
87,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4466,SURVIVED,23800
88,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4470,SURVIVED,23205
89,ARITH_ADD,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5528,KILLED,29292
90,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3162,SURVIVED,22646
91,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3164,SURVIVED,23315
92,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3730,SURVIVED,22796
93,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5604,KILLED,23707
94,ARITH_SUB,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5606,KILLED,12137
95,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,833,BUILD_FAILURE,4382
96,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,835,BUILD_FAILURE,4392
97,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,907,BUILD_FAILURE,4345
98,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,909,BUILD_FAILURE,4304
99,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1295,BUILD_FAILURE,4339
100,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1417,BUILD_FAILURE,4353
101,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1427,BUILD_FAILURE,4138
102,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1437,BUILD_FAILURE,4359
103,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1470,BUILD_FAILURE,4160
104,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1649,BUILD_FAILURE,4328
105,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3730,SURVIVED,21995
106,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5900,BUILD_FAILURE,4469
107,ARITH_MUL,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5912,BUILD_FAILURE,4359
108,ARITH_DIV,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3162,SURVIVED,23495
109,ARITH_DIV,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3164,SURVIVED,23975
110,ARITH_DIV,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5604,KILLED,23663
111,ARITH_DIV,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5606,KILLED,23359
112,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1057,SURVIVED,24121
113,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,1113,SURVIVED,23456
114,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3153,SURVIVED,23850
115,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,3159,SURVIVED,23761
116,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5595,KILLED,23390
117,CMP_LT,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5601,KILLED,23538
118,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,659,SURVIVED,23553
119,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4893,SURVIVED,24177
120,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,4952,SURVIVED,25417
121,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5760,SURVIVED,23531
122,CMP_NEQ,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,5776,SURVIVED,24174
123,LOGIC_AND,/Users/paulbiggar/projects/ralph2/src/DarkCompiler/passes/2_AST_to_ANF.fs,386,KILLED,23871
